Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Ancient Egypt,,,,,,0,0,1,Across,PHARAOH,Ancient Egyptian king or queen,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,9,0,2,Across,FALCON,Bird sacred to Horus,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,0,2,4,Across,PYRAMID,Massive tomb for an Egyptian ruler,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,9,3,7,Across,HIERO,Short for Egyptian picture writing,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,0,5,10,Across,SPHINX,Mythical creature guarding Giza,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,7,5,12,Across,ASWAN,City on the Nile River,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,0,7,13,Across,SCRIBE,Ancient Egyptian record keeper,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,6,8,15,Across,CANOPIC,Jar for organs in mummification,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,0,9,16,Across,OASIS,Fertile spot in the Egyptian desert,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,9,10,18,Across,DELTA,Nile River mouth feature,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,0,11,20,Across,ISIS,"Egyptian goddess, wife of Osiris",,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
