Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Technology Trends,,,,,,0,0,1,Across,ETHERNET,Common wired network connection,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,8,1,4,Across,PRINTER,Device for putting text on paper,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,1,2,6,Across,BROWSE,To search for information on the internet,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,1,4,8,Across,EMAIL,Electronic message sent online,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,7,5,11,Across,DATA,Information stored or used by computers,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,2,6,12,Across,UPDATE,A new version of software or an app,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,9,7,14,Across,CODE,Instructions written for a computer,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,1,8,15,Across,PLUG,Device inserted into a wall for electricity,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,6,9,18,Across,SCROLL,Move up or down a computer screen,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,0,10,20,Across,INPUT,Data fed into a computer system,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,12,10,21,Across,RAM,Computer's short-term memory,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,8,11,22,Across,WIFI,Wireless networking technology,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
