Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Ancient Egypt,,,,,,0,0,1,Across,PHARAOH,Ancient Egyptian ruler or king,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,8,0,5,Across,SPHINX,Mythical creature with a human head and lion's body in Egypt,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,4,2,7,Across,KARNAK,Grand temple complex in Egypt,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,6,4,10,Across,SHADUF,Ancient Egyptian water-lifting device,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,2,5,11,Across,SAND,Abundant in the Egyptian desert,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,9,6,15,Across,COPTIC,Descendants of ancient Egyptians,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,2,8,17,Across,RA,Chief Egyptian sun god,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,5,8,18,Across,TOMBS,Burial places for Egyptian royalty,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,9,10,22,Across,PAPERS,Ancient Egyptian writing material,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,0,11,23,Across,OSIRIS,Egyptian god of the afterlife,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,6,12,25,Across,DESERT,Vast dry region of Egypt,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
