Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Ocean Life,,,,,,0,0,1,Across,PLANKTON,Microscopic ocean organisms,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,11,1,5,Across,WAVE,Ocean's rolling motion,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,9,3,8,Across,CRAB,Ocean crustacean with pincers,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,0,4,9,Across,SEAL,Fin-footed ocean mammal,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,7,5,10,Across,CURRENT,Flow of ocean water,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,2,6,12,Across,MARINA,Dock for ocean boats,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,10,8,15,Across,DUNES,Wind-formed ocean hills,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,0,9,17,Across,COAST,Edge of land meeting the sea,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,5,10,19,Across,ABYSS,Deepest ocean region,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,0,11,21,Across,ORCA,Killer whale of the ocean,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
