Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Jungle Animals,,,,,,0,0,1,Across,ANACONDA,Large jungle constrictor,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,9,0,3,Across,TROPIC,Relating to the jungle's climate,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,1,2,5,Across,CREEPER,Trailing jungle plant,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,11,2,7,Across,FERN,Common jungle plant with fronds,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,5,4,9,Across,RIVER,Waterway flowing through the jungle,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,0,6,10,Across,RAIN,Frequent jungle precipitation,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,5,6,11,Across,ORCHID,Exotic jungle flower,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,6,8,15,Across,BAMBOO,"Tall, woody jungle grass",,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,2,9,16,Across,MOSS,Soft jungle ground cover,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,5,10,19,Across,WILD,Untamed jungle environment,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
