Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Cooking and Food,,,,,,0,0,1,Across,CHEESE,"Dairy product, great on pizza",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,2,2,4,Across,FRUIT,"Sweet, edible part of a plant",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,7,3,6,Across,JUICE,Drink extracted from fruit or vegetables,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,2,4,7,Across,BREAD,"Staple food, often sliced for sandwiches",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,8,5,11,Across,PEEL,To remove the skin from fruit or vegetables,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,3,7,15,Across,SALT,"Common seasoning, often paired with pepper",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,10,7,16,Across,GRILL,"Cook over direct heat, often outdoors",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,0,8,17,Across,MEAT,Animal flesh eaten as food,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,5,10,19,Across,SOUP,"Liquid food, often served hot",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,10,10,22,Across,POACH,Cook gently in simmering liquid,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
